source,job_type,month,year,job_id,job_title,salary,location,exp,level,industry,company_name,tools
Topcv,Business Analyst,12,2025,1918375,Nhân Viên BA,17.0,Hà Nội,3.0,Nhân viên,Dược phẩm/Y tế/Công nghệ sinh học,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,
Topcv,Business Analyst,12,2025,1891659,Experienced Business Analyst,30.0,Hà Nội,2.0,Nhân viên,IT - Phần mềm,BSS Group,
Topcv,Business Analyst,12,2025,1945942,Business Analyst (Mid/Senior) - Hệ Thống Bán Lẻ B2C - Không Yêu Cầu Tiếng Anh (Thu Nhập Từ 20-25 Tri...,25.0,Hà Nội,3.0,Nhân viên,IT - Phần mềm,DATAX POWER LTD,
Topcv,Business Analyst,12,2025,1945426,Business Analyst,20.0,Hà Nội,1.0,Nhân viên,IT - Phần mềm,BSS Group,
Topcv,Business Analyst,12,2025,1838881,Business Analyst (Tiếng Nhật),,Hồ Chí Minh,1.0,,,FPT IS,
Topcv,Business Analyst,12,2025,1946285,Business Analyst,14.0,Hà Nội,1.0,Nhân viên,IT - Phần cứng,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,
Topcv,Business Analyst,12,2025,1252050,Nhân Viên Business Analyst,16.0,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,
Topcv,Business Analyst,12,2025,1961833,Business Analyst,,Hồ Chí Minh,2.0,Trưởng nhóm,Marketing/Truyền thông/Quảng cáo,CÔNG TY TNHH TRUYỀN HÌNH FPT,
Topcv,Business Analyst,12,2025,1920188,Lead/ Trưởng Nhóm Business Analyst,17.5,Hà Nội,2.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN LIFETEX,Balsamiq
Topcv,Business Analyst,12,2025,1535691,Chuyên Viên Business Analyst (BA)/ Phân Tích Nghiệp Vụ (2 Năm Kinh Nghiệm),20.0,Hà Nội,2.0,Nhân viên,IT - Phần mềm,CÔNG TY CỔ PHẦN LIFETEX,
Topcv,Business Analyst,12,2025,1944408,Business Analyst,22.5,Hà Nội,3.0,Nhân viên,IT - Phần mềm,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CARO,
Topcv,Business Analyst,12,2025,1940154,Business Analyst – Software Development,32.5,Hồ Chí Minh,5.0,,,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,
Topcv,Business Analyst,12,2025,1943861,Business Analyst (BA),,Hà Nội,2.0,Nhân viên,Bán lẻ - Hàng tiêu dùng - FMCG,Công ty Cổ phần Dịch vụ Tức Thời (Ahamove),"Bigquery,Excel,Looker,SQL"
Topcv,Business Analyst,12,2025,1943297,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst)/ BA - Mức Lương 20 - 45 Triệu,32.5,Hà Nội,2.0,Nhân viên,Nhà hàng/Khách sạn,CÔNG TY CỔ PHẦN A25 HOTEL,
Topcv,Business Analyst,12,2025,1960409,Business Analyst (BA Data),30.0,Hà Nội,2.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,SQL
Topcv,Business Analyst,12,2025,1942569,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),,Hà Nội,3.0,Nhân viên,IT - Phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,
Topcv,Business Analyst,12,2025,673334,Business Analyst (Nhân Viên Phân Tích Nghiệp Vụ),,Hồ Chí Minh,1.0,Nhân viên,IT - Phần mềm,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,"Excel,Powerpoint"
Topcv,Business Analyst,12,2025,1856752,Junior Business Analyst,16.5,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,
Topcv,Business Analyst,12,2025,1320794,Business Analyst,25.0,Hồ Chí Minh,3.0,Nhân viên,Bất động sản,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN PI GROUP,
Topcv,Business Analyst,12,2025,1940992,Senior Business Analyst (ERP System),,Hà Nội,5.0,Nhân viên,Thương mại điện tử,Công ty cổ phần Công nghệ Sapo,"Confluence,Jira,NetSuite"
Topcv,Business Analyst,12,2025,1286540,Business Analyst (Chuyên Viên Phân Tích Nghiệp Vụ),22.5,Hà Nội,2.0,Nhân viên,Viễn thông,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,
Topcv,Business Analyst,12,2025,1940666,Chuyên Viên Phân Tích Nghiệp Vụ - Yêu Cầu 2 Năm Kinh Nghiệm,25.0,Hà Nội,2.0,Nhân viên,IT - Phần mềm,Công ty Cổ phần MISA,"Jira,Power BI"
Topcv,Business Analyst,12,2025,1940107,Business Analyst,,Hồ Chí Minh,2.0,Nhân viên,Viễn thông,SVTECH,"SQL,Tableau"
Topcv,Business Analyst,12,2025,1939971,Nhân Viên Phân Tích Nghiệp Vụ (Business Analyst),,Hà Nội,1.0,Nhân viên,IT - Phần mềm,Công ty TNHH IPComs Technology,LucidChart
Topcv,Business Analyst,12,2025,1450382,Chuyên Viên Phân Tích Nghiệp Vụ Tiếng Hàn - Business Analyst,20.5,Hà Nội,1.0,Nhân viên,Ngân hàng,Woori Bank Vietnam,"Excel,Powerpoint"
Topcv,Business Analyst,12,2025,1938480,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) - Từ 2 Năm Kinh Nghiệm,25.0,Hà Nội,2.0,Nhân viên,Viễn thông,Công ty Cổ phần Consortio Việt Nam,
Topcv,Business Analyst,12,2025,1151299,Thực Tập Sinh Business Analyst - Hỗ Trợ Phụ Cấp,3.0,Hà Nội,0.0,Trưởng nhóm,Giáo dục/Đào tạo,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,
Topcv,Business Analyst,12,2025,1292161,Business Analyst / Nhân Viên Phân Tích Nghiệp Vụ,12.5,Hà Nội,1.0,Trưởng nhóm,Giáo dục/Đào tạo,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,
Topcv,Business Analyst,12,2025,1935896,"Senior Backend Developer (NodeJS, Python)",,Hà Nội,5.0,,,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),
Topcv,Business Analyst,12,2025,1937734,Business Analyst (Truck),,Hồ Chí Minh,1.0,Nhân viên,Bán lẻ - Hàng tiêu dùng - FMCG,Công ty Cổ phần Dịch vụ Tức Thời (Ahamove),"Excel,SQL"
Topcv,Business Analyst,12,2025,1955067,Trưởng Nhóm Phân Tích Nghiệp Vụ (BA),37.5,Hà Nội,2.0,Trưởng nhóm,Viễn thông,Tổng Công Ty Bưu Điện Việt Nam,"Axure,Excel,Visio"
Topcv,Business Analyst,12,2025,1477929,Nhân Viên Phân Tích Dữ Liệu ( Business Analyst ),,Vĩnh Long,1.0,Nhân viên,Thời trang,Công Ty Trách Nhiệm Hữu Hạn May Mặc Alliance One,
Topcv,Business Analyst,12,2025,1936269,Chuyên Viên Business Analyst (BA ) - Thu Nhập 10-12tr - Hoàng Mai - Hà Nội,11.0,Hà Nội,2.0,Nhân viên,IT - Phần mềm,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,
Topcv,Business Analyst,12,2025,1683701,Business Analyst (Blockchain/Software),12.5,Đà Nẵng,2.0,Nhân viên,IT - Phần mềm,HIỆP HỘI BLOCKCHAIN VIỆT NAM,"Confluence,Jira"
Topcv,Business Analyst,12,2025,1562963,Business Analyst,16.0,Đà Nẵng,3.0,Nhân viên,IT - Phần mềm,CÔNG TY TNHH HILAB TECHNOLOGY,
Topcv,Business Analyst,12,2025,1951964,Thực Tập Sinh Business Analyst (BA Intern),,Hồ Chí Minh,0.0,Trưởng nhóm,Viễn thông,Công ty Cổ phần viễn thông FPT,
Topcv,Business Analyst,12,2025,1951452,"Business Analyst Intern (Tài Chính, Kế, Kiểm)",5.0,Hà Nội,0.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,"Excel,Google Sheet"
Topcv,Business Analyst,12,2025,1909059,Business Analyst Leader (Từ 1 Năm Kinh Nghiệm),32.5,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,Công ty Cổ phần Hệ thống Công nghệ ETC,
Topcv,Business Analyst,12,2025,1949112,Business Analyst,12.5,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,Công ty TNHH Fetek Việt Nam,
Topcv,Business Analyst,12,2025,1949573,Chuyên Viên Phân Tích Nghiệp Vụ KHCN (Digital Banking),,Hà Nội,2.0,Trưởng nhóm,Ngân hàng,Ngân Hàng TMCP An Bình,"Axure,Confluence,Jira,Oracle,Postgresql,SQL,Visio"
Topcv,Business Analyst,12,2025,1930113,Business Analyst (Domain Bank),,Hà Nội,3.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN AHT TECH,"Mysql,Oracle"
Topcv,Business Analyst,12,2025,1948265,Fresher Business Analyst Tiếng Nhật (JP N3+),,Hồ Chí Minh,1.0,Trưởng nhóm,Tài chính,FPT Software,
Topcv,Business Analyst,12,2025,1945732,Business Analyst,31.5,Hà Nội,3.0,Quản lý/Giám sát,IT - Phần mềm,Công ty Cổ phần Ahiho,
Topcv,Business Analyst,12,2025,1565323,Business Analyst (Sign-On Bonus),,Đà Nẵng,2.0,Nhân viên,IT - Phần mềm,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,
Topcv,Business Analyst,12,2025,1863113,Business Analyst,21.5,Hà Nội,2.0,Trưởng nhóm,IT - Phần mềm,Công ty cổ phần dịch vụ và giải pháp công nghệ giáo dục PHX,"Confluence,Jira,Postgresql,SQL,Visio"
Topcv,Business Analyst,12,2025,1602760,Business Analyst Intern/Collab,,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,FPT Smart Cloud (FCI),
Topcv,Business Analyst,12,2025,1727713,SAP SuccessFactors Consultant,,Hà Nội,0.0,Nhân viên,IT - Phần mềm,Công Ty TNHH LG CNS VIỆT NAM,"Confluence,Jira"
Topcv,Business Analyst,12,2025,1939355,Business Analyst (Fintech Domain),,Hà Nội,5.0,Trưởng nhóm,IT - Phần mềm,Viettel Digital,"Oracle,SQL"
Topcv,Business Analyst,12,2025,1594141,Business Analyst (Domain MES),21.0,Thanh Hóa,2.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,
Topcv,Business Analyst,12,2025,1939276,Business Analyst (Đi Làm Ngay),35.0,Hồ Chí Minh,3.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN BPO MẮT BÃO,"Confluence,LucidChart,Power BI,SQL,Visio"
Topcv,Business Analyst,12,2025,1937217,Business Analyst,20.0,Hà Nội,2.0,Trưởng nhóm,Giáo dục/Đào tạo,Công ty TNHH TeenUp,
Topcv,Business Analyst,12,2025,1937711,IT Business Analyst,,Hồ Chí Minh,3.0,Trưởng nhóm,Ngân hàng,Công Ty Tài Chính TNHH HD SAISON,"Balsamiq,Confluence,Excel,Jira,SQL,Visio"
Topcv,Business Analyst,12,2025,1937126,Business Analyst Intern,,Hà Nội,0.0,,,FPT IS,
Topcv,Data Analyst,12,2025,1955086,Sales Planning Staff (District 3),,Hồ Chí Minh,3.0,Nhân viên,Điện tử/Điện lạnh,CÔNG TY CỔ PHẦN DAIKIN AIR CONDITIONING (VIETNAM),Excel
Topcv,Data Analyst,12,2025,1916608,Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),22.1,Hà Nội,2.0,Nhân viên,IT - Phần mềm,CÔNG TY TNHH PHẦN MỀM TOWER HÀ NỘI,"Bigquery,Excel,Google Sheet,Looker,Power BI,Python,SQL,Scikit-learn"
Topcv,Data Analyst,12,2025,1971958,"Tin mới


Nhân Viên Phân Tích Dữ Liệu Kinh Doanh - Data Analyst",9.5,Hồ Chí Minh,3.0,Nhân viên,Bán lẻ - Hàng tiêu dùng - FMCG,Công Ty TNHH BÁN LẺ PHƯƠNG NAM,"Excel,Python,SQL"
Topcv,Data Analyst,12,2025,1965390,"Nổi bật


Growth Strategy/Analytics Specialist ( Lương Lên Tới 35 Triệu+ Thưởng)",35.0,Hà Nội,3.0,,,EDUPIA,
Topcv,Data Analyst,12,2025,1966873,Chuyên Viên Phân Tích Dữ Liệu (Data Analyst)- Làm Việc Tại Lào,16.0,Nước Ngoài,1.0,Nhân viên,Marketing/Truyền thông/Quảng cáo,Công ty Cp Công nghệ và Truyền thông Dagoras,"Excel,Powerpoint,SQL"
Topcv,Data Analyst,12,2025,1928997,Chuyên Viên CRM Executive (Chuyên Viên Quản Lý & Vận Hành CRM),12.5,Hà Nội,1.0,Nhân viên,Bất động sản,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MAYHOMES,"Excel,Google Sheet,SQL"
Topcv,Data Analyst,12,2025,1962351,Chuyên Viên Kiểm Thử Dữ Liệu - Data Tester - Khối Dữ Liệu (HO25.493),,Hà Nội,1.0,,,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,
Topcv,Data Analyst,12,2025,1963652,Data Analyst,,Hà Nội,1.0,Nhân viên,Khác,CÔNG TY TNHH KAMEREO,"Azure,Bigquery,Data Studio,Power BI,Python,R,SQL,Tableau"
Topcv,Data Analyst,12,2025,1949181,Warehouse Executive (Data Analysis),,Hồ Chí Minh,2.0,Quản lý/Giám sát,Sản xuất,CÔNG TY TNHH TESSELLATION BÌNH DƯƠNG,
Topcv,Data Analyst,12,2025,1956764,Chuyên Viên Phân Tích Dữ Liệu,15.0,Hà Nội,3.0,Nhân viên,Bất động sản,Công ty Cổ phần Giải pháp Công nghệ Bất động sản và Đầu tư RETI,"Data Studio,Excel,Google Sheet,Power BI,Python,SQL,Tableau"
Topcv,Data Analyst,12,2025,1631270,Chuyên Viên Phân Tích Dữ Liệu (Ngành Tài Chính) - Thu Nhập Upto 25 Triệu Tại Hồ Chí Minh,21.5,Hồ Chí Minh,2.0,Nhân viên,Tài chính,GALAXY DEBT TRADING COMPANY LIMITED,"Oracle,Postgresql,Python,SQL"
Topcv,Data Analyst,12,2025,1968188,Trưởng Nhóm Phân Tích Dữ Liệu ( Ngành Tài Chính) - Thu Nhập Upto 50 Triệu Tại Hồ Chí Minh,,Hồ Chí Minh,2.0,Trưởng nhóm,Tài chính,GALAXY DEBT TRADING COMPANY LIMITED,"Oracle,Postgresql,Python,SQL"
Topcv,Data Analyst,12,2025,1959291,Senior Data Analyst,50.0,Hà Nội,3.0,Nhân viên,Giải trí,Công ty Cổ phần Funtap,"Airflow,Bigquery,Looker,Mysql,Postgresql,Python,SQL"
Topcv,Data Analyst,12,2025,1959354,HR Data Analyst,,Hồ Chí Minh,2.0,Nhân viên,Khác,CÔNG TY CỔ PHẦN MAYCHA,"Excel,Looker,Power BI"
Topcv,Data Analyst,12,2025,1957286,Chuyên Viên Phân Tích Dữ Liệu,,Hồ Chí Minh,2.0,Nhân viên,Thời trang,Công Ty TNHH RECHIC,"Excel,Looker,Power BI,Python,SQL,Tableau"
Topcv,Data Analyst,12,2025,1279391,Trưởng Nhóm Phân Tích Dữ Liệu Data Analyst,32.5,Hồ Chí Minh,2.0,Trưởng nhóm,Tài chính,GALAXY DEBT TRADING COMPANY LIMITED,"Excel,Power BI,Python,SQL"
Topcv,Data Analyst,12,2025,1971375,Phân Tích Dữ Liệu Ngành Sản Xuất (Data Analyst),,Hà Nội,3.0,Trưởng nhóm,Sản xuất,CÔNG TY TNHH SẢN XUẤT VINH QUANG,Excel
Topcv,Data Analyst,12,2025,1924336,Operation Planning Specialist,,Hồ Chí Minh,2.0,Nhân viên,,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ CATHAY - VIỆT NAM,
Topcv,Data Analyst,12,2025,1967663,Chuyên Viên Phân Tích Dữ Liệu,,Hưng Yên,1.0,Nhân viên,Dược phẩm/Y tế/Công nghệ sinh học,Công ty TNHH doanh nghiệp xã hội Bệnh viện chuyên khoa mắt Alina,"Data Studio,Excel,Power BI"
Topcv,Data Analyst,12,2025,1755842,Chuyên Viên Cao Cấp Quản Trị Tài Chính,,Hà Nội,3.0,Nhân viên,Xây dựng,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ I.P.A,"Excel,Power BI"
Topcv,Data Analyst,12,2025,1933251,Chuyên Gia Nhân Sự (Phân Tích Dữ Liệu),,Hà Nội,5.0,Trưởng nhóm,Chứng khoán,VNDIRECT,"Power BI,Python,R,Tableau"
Topcv,Data Analyst,12,2025,1967721,Thực Tập Sinh Biên Soạn Tài Liệu Kỹ Thuật,2.0,Hồ Chí Minh,0.0,Thực tập sinh,IT - Phần mềm,ATALINK TECHNOLOGY JOINT STOCK COMPANY,Visio
Topcv,Data Analyst,12,2025,1948215,Chuyên Viên Cao Cấp/ Chuyên Gia Phân Tích Dữ Liệu - Khối Phát Triển Giá Trị Khách Hàng,,Hà Nội,3.0,Nhân viên,Tài chính,Công ty Tài chính tín dụng tiêu dùng TNHH MB SHINSEI (Mcredit),"Python,R,Tableau"
Topcv,Data Analyst,12,2025,1960093,Merchandiser (Data Analysis),,Hồ Chí Minh,3.0,Trưởng nhóm,Sản xuất,CÔNG TY TNHH TESSELLATION BÌNH DƯƠNG,
Topcv,Data Analyst,12,2025,1958881,Senior Data Analyst,,Đà Nẵng,5.0,Nhân viên,IT - Phần mềm,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,"Looker,Mongodb,Power BI,SQL,Tableau"
Topcv,Data Analyst,12,2025,1911685,Thực Tập Sinh Personal Value,,Hồ Chí Minh,1.0,Thực tập sinh,Marketing/Truyền thông/Quảng cáo,Công ty Cổ phần Amazing Group,
Topcv,Data Analyst,12,2025,1941117,"Thực Tập Sinh Xử Lý Dữ Liệu - Data Labeling / Không Yêu Cầu Kinh Nghiệm / Biết Tiếng Trung / Quận 2,...",5.0,Hồ Chí Minh,0.0,Thực tập sinh,Marketing/Truyền thông/Quảng cáo,CÔNG TY TNHH NEXTAD STUDIO,Excel
Topcv,Data Analyst,12,2025,1957204,Nhân Viên Phân Tích,12.5,Nghệ An,1.0,Nhân viên,Bất động sản,Công Ty TNHH Một Thành Viên Kỹ Thuật Tài Nguyên Và Môi Trường,
Topcv,Data Analyst,12,2025,1957626,Chuyên Viên Quản Lý Vận Hành Kênh Số (Digital Ops),25.0,Hà Nội,3.0,Nhân viên,Dược phẩm/Y tế/Công nghệ sinh học,CÔNG TY CỔ PHẦN VIỆN MẮT QUỐC TẾ VIỆT - NGA,"Excel,Power BI,SQL"
Topcv,Data Analyst,12,2025,1951439,Chuyên Viên Phân Tích&Ứng Dụng Chuyển Đổi Số,,Hà Nội,3.0,Nhân viên,Sản xuất,CÔNG TY CỔ PHẦN THÉP VIỆT XÔ HÀ NỘI,"Oracle,Power BI,SQL,Tableau,Visio"
Topcv,Data Analyst,12,2025,1835128,Chuyên Viên Quản Lý Hiệu Suất Kinh Doanh,,Hà Nội,3.0,Nhân viên,Chứng khoán,VNDIRECT,"Power BI,Python,R,SQL,Tableau"
Topcv,Data Analyst,12,2025,1948786,Tổ Trưởng Tổ Toán THCS - THPT,,Hà Nội,2.0,Trưởng nhóm,Giáo dục/Đào tạo,Edufit,"Excel,Powerpoint"
Topcv,Data Analyst,12,2025,1947893,Trưởng Nhóm Phân Tích Dữ Liệu,30.0,Hà Nội,5.0,Trưởng nhóm,Dược phẩm/Y tế/Công nghệ sinh học,CÔNG TY CỔ PHẦN HỆ THỐNG Y TẾ MEVIS HEALTHCARE,"Data Studio,Power BI,Python,SQL"
Topcv,Data Analyst,12,2025,1946691,Trưởng Nhóm Phân Tích Dữ Liệu – BI Analysis Leader,,Hà Nội,5.0,Trưởng nhóm,Năng lượng,Công ty Cổ phần Tập đoàn GELEX,"Power BI,Python,SQL,Tableau"
Topcv,Data Analyst,12,2025,1945764,Nhân Viên Dữ Liệu,9.0,Hà Nội,1.0,Nhân viên,Logistics - Vận tải,Công ty TNHH MTV Chuyển phát nhanh Thuận Phong -  CN Hà Nội,
Topcv,Data Analyst,12,2025,1867937,Nhân Viên Pricing And Data Analyst,,Hà Nam,2.0,Nhân viên,Sản xuất,Công ty TNHH Seoul Semiconductor Vina,"Excel,Power BI,Python,R,Tableau"
Topcv,Data Analyst,12,2025,1945115,Chuyên Viên Quản Trị Dữ Liệu,,Hà Nội,1.0,Nhân viên,Tài chính,Công ty Tài chính tín dụng tiêu dùng TNHH MB SHINSEI (Mcredit),Oracle
Topcv,Data Analyst,12,2025,1851788,Chuyên Viên Thống Kê Dữ Liệu Kho Vận,13.5,Hà Nội,2.0,Nhân viên,Bán lẻ - Hàng tiêu dùng - FMCG,CÔNG TY TNHH THƯƠNG MẠI VHC,"Excel,Google Sheet,Power BI"
Topcv,Data Analyst,12,2025,1940806,CVCC Phân Tích Và Quản Lý Năng Suất Thu Hồi Nợ - TA108,,Hà Nội,3.0,,,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),
Topcv,Data Analyst,12,2025,1933781,Trưởng Phòng Đào Tạo Data Analyst,30.0,Hà Nội,2.0,Trưởng/Phó phòng,Giáo dục/Đào tạo,CÔNG TY CỔ PHẦN RIKKEI EDUCATION,"Looker,Power BI,SQL"
Topcv,Data Analyst,12,2025,1951849,Data Analyst,,Hà Nội,3.0,Nhân viên,Bảo hiểm,Công Ty TNHH Bảo Hiểm Tasco,"Power BI,Python,SQL,Tableau"
Topcv,Data Analyst,12,2025,1968631,Data Analyst (Finance),,Hà Nội,3.0,Trưởng nhóm,Dược phẩm/Y tế/Công nghệ sinh học,Công ty Cổ phẩn Thương mại Dược Vương,Excel
Topcv,Data Analyst,12,2025,1952026,Chuyên Viên Phân Tích Và Thiết Kế Mô Hình Dữ Liệu - Data Analyst - Khối Dữ Liệu (HO25.485),,Hà Nội,2.0,,,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,
Topcv,Data Analyst,12,2025,1951990,"Chuyên Viên, Chuyên Viên Cao Cấp Phân Tích Khách Hàng Cá Nhân - Data Analyst (Retail Banking) - Khối...",,Hà Nội,1.0,,,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,
Topcv,Data Analyst,12,2025,1965603,Cộng Tác Viên Phân Tích Dữ Liệu,10.0,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN TƯ VẤN VÀ PHÂN TÍCH MCI,"Excel,Power BI,Python,R,SQL,Scikit-learn,Tableau"
Topcv,Data Analyst,12,2025,1948021,Chuyên Viên Phân Tích Dữ Liệu - Ngành Mẹ Và Bé,17.5,Hà Nội,2.0,Nhân viên,Bán lẻ - Hàng tiêu dùng - FMCG,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU GREEN STARS,"Excel,Qlik,SPSS,SQL,Tableau"
Topcv,Data Analyst,12,2025,1963604,Chuyên Viên Phân Tích Dữ Liệu - Data Analyst (ERP),17.0,Hồ Chí Minh,2.0,Trưởng nhóm,Khác,CÔNG TY CỔ PHẦN TẬP ĐOÀN TÂN THÀNH ĐÔ,"Azure,Jira,Mysql,Oracle,Power BI,Python,SQL,SQL Server,Tableau"
Topcv,Data Analyst,12,2025,1960982,Net Revenue Management (Revenue Growth Management),58.5,Hồ Chí Minh,3.0,Trưởng/Phó phòng,Bán lẻ - Hàng tiêu dùng - FMCG,CÔNG TY TNHH QUỐC TẾ UNILEVER VIỆT NAM,
Topcv,Data Analyst,12,2025,1890452,Data Analytics Engineer,,Hà Nội,1.0,Nhân viên,IT - Phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,"Azure,Oracle,Power BI,Python,R,SQL,SQL Server,Tableau"
Topcv,Data Analyst,12,2025,1816350,Chuyên Viên Phân Tích Dữ Liệu,,Hà Nội,2.0,Trưởng nhóm,Giáo dục/Đào tạo,Công ty TNHH TeenUp,"Excel,Power BI,SQL,Tableau"
Topcv,Data Analyst,12,2025,1961873,Nhân Viên Phân Tích Dữ Liệu,,Phú Thọ,1.0,Nhân viên,Sản xuất,Công Ty TNHH Sản Xuất Hàng May Mặc Việt Nam,Excel
Topcv,Data Analyst,12,2025,1921820,Data Analyst (Banking),27.5,Hà Nội,2.0,Trưởng nhóm,IT - Phần mềm,Công ty Cổ phần Công nghệ Alphaway,"Airflow,Excel,Informatica,Power BI,Python,R,SQL,Tableau"
Topcv,Data Analyst,12,2025,1895729,Data Analyst,30.0,Hà Nội,2.0,Nhân viên,IT - Phần mềm,CÔNG TY TNHH NGÔI SAO DŨNG CẢM,"Bigquery,Data Studio,Looker,Power BI,Python,SQL,Tableau"
Topcv,Data Analyst,12,2025,1944299,Data Analyst (English Speaking),26.5,Hồ Chí Minh,2.0,Nhân viên,IT - Phần mềm,Công ty TNHH ITECHWX,"Excel,Power BI,SQL"
Topcv,Data Analyst,12,2025,1961030,Senior Data Analyst,,Hồ Chí Minh,3.0,Trưởng nhóm,Marketing/Truyền thông/Quảng cáo,CÔNG TY TNHH TRUYỀN HÌNH FPT,"Power BI,Python,R,SQL,Tableau"
Topcv,Data Analyst,12,2025,1960264,Data Analyst (ANHNT),27.0,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,Alphaway Technology,"Bigquery,Looker,Mysql,Postgresql,Power BI,SQL,SQL Server,Snowflake,Tableau"
Topcv,Data Analyst,12,2025,1960215,Data Analyst,27.0,Hà Nội,1.0,Trưởng nhóm,IT - Phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Bigquery,Looker,Mysql,Postgresql,Power BI,SQL,SQL Server,Snowflake,Tableau"
Topcv,Data Analyst,12,2025,1640476,Senior Data Analysis,,Hồ Chí Minh,3.0,Nhân viên,Khác,Công ty cổ phần Việt Tinh Anh,"Looker,Power BI,Python,Pytorch,SQL,Tableau,TensorFlow"
Topcv,Data Analyst,12,2025,1852297,Nhân Viên Phân Tích Dữ Liệu Và Xử Lý Đơn Hàng (Data Analyst),,Hà Nội,1.0,Nhân viên,Sản xuất,CÔNG TY CỔ PHẦN TÂN PHÚ VIỆT NAM,"Excel,Power BI,Powerpoint,Python"
Topcv,Data Analyst,12,2025,1942934,Data Analyst (Power BI),,Hồ Chí Minh,3.0,Nhân viên,Sản xuất,Công ty Cổ phần Xuất nhập khẩu Bến Tre,"Power BI,Python,SQL"
Topcv,Data Analyst,12,2025,1904244,Data Analyst (Performance Ads),12.0,Đà Nẵng,1.0,Nhân viên,Marketing/Truyền thông/Quảng cáo,GEMS UNITED JOINT STOCK COMPANY,"Data Studio,Excel,Looker,Power BI"
Topcv,Data Analyst,12,2025,1956958,Logistics Analyst Data,,Hồ Chí Minh,1.0,Nhân viên,Xuất nhập khẩu,Samsung SDS Vietnam Ho Chi Minh Branch,Excel
Topcv,Data Analyst,12,2025,1938747,Chuyên Viên Phân Tích Dữ Liệu /Phân Tích Kinh Doanh (Business Data Analyst ),33.0,Hà Nội,2.0,,,EDUPIA,
Topcv,Data Analyst,12,2025,1938582,Senior Data Analyst - 3 Năm Kinh Nghiệm,30.0,Hà Nội,3.0,,,EDUPIA,
Topcv,Data Analyst,12,2025,1956826,Data Analyst,,Hà Nội,3.0,Trưởng nhóm,Viễn thông,Viettel IDC,"Airflow,Bigquery,Looker,Mysql,Postgresql,Power BI,Python,R,SQL,SQL Server,Snowflake,Tableau"
Topcv,Data Analyst,12,2025,1865273,Thực Tập Sinh Phân Tích Đầu Tư,2.5,Hà Nội,0.0,Thực tập sinh,Chứng khoán,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN FINTOP,
